1.208333333333335008e-01,5.922284516615576866e-01,1.511730000000000018e+02,1.513676808791773354e+01,1.032411586483430810e+01,5.553819248949200649e+00,1.044247627182421922e+00,1.846046791683920718e+00,3.186012533928302304e+00,2.727741587520255848e+02,1.146733495432436989e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.746978309204225610e+01,1.495193556284162639e+01,6.923737199690624067e+00,1.240334018159842344e+01,1.146733495432436989e+01,1.189667856197298867e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.274814169769055283e+01,6.578935683598497342e+00,5.573104530069267426e+00,9.070999999999999375e+01,1.139750902806919441e+01,6.923737199690624067e+00,0.000000000000000000e+00,1.122796296296296248e+01,0.000000000000000000e+00,1.666666666666666019e-01,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.667563897987179966e-01,7.854135781314268705e-01,2.506810000000000116e+02,3.549570440320024289e+01,1.012981890450651257e+01,6.289503805381619905e+00,3.590249790169079969e-01,2.250828936672508718e+00,2.428297767849029842e+00,6.280874465289327873e+02,9.154013890853395452e+00,0.000000000000000000e+00,5.625586319077987341e+00,4.794537184071821834e+00,0.000000000000000000e+00,2.257018424633955078e+01,0.000000000000000000e+00,6.923737199690624067e+00,5.186026530440533833e+01,1.036244927287803641e+01,0.000000000000000000e+00,1.160093989023251559e+01,0.000000000000000000e+00,5.563451491696995710e+00,4.508837843068369722e+01,1.096924435610703519e+01,3.943999999999999773e+01,1.636481832703974248e+01,1.213273413692322045e+01,1.046070625472411209e+01,1.123895421285798335e+01,0.000000000000000000e+00,1.538461538461537992e-01,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.961047073150189751e-02,5.810616560654853213e-01,2.102769999999999868e+02,1.615139243375778833e+01,1.019413050928621800e+01,5.784330241558100383e+00,-1.217399398653967041e-01,2.231161299655003205e+00,3.429549546089172285e+00,2.127424206178537247e+02,1.063357720801266204e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.315787136719699646e+01,1.181435945870301119e+01,1.063357720801266204e+01,1.926246486877802866e+01,2.530991158086476034e+01,1.063357720801266204e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.589074368143643667e+00,1.926246486877802866e+01,2.530991158086476034e+01,0.000000000000000000e+00,5.820000000000000284e+01,3.235197768060317713e+01,1.215204021366776210e+01,0.000000000000000000e+00,2.218141266691861446e+01,0.000000000000000000e+00,4.545454545454544748e-01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.578240740740732728e-01,4.410903451695890043e-01,2.322390000000000043e+02,1.665860716406696085e+01,1.026693269274244003e+01,5.705260869913355570e+00,-5.857232687246198832e-01,2.361814830226140138e+00,2.802026556429493276e+00,6.314187253539496396e+02,1.004484160851392360e+01,5.693927994848460905e+00,5.559266895052007662e+00,0.000000000000000000e+00,4.730407641906225535e+00,1.103340143523252337e+01,4.730407641906225535e+00,6.923737199690624067e+00,5.817540916302839804e+01,1.512726312069486845e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.693927994848460905e+00,4.171496124835064023e+01,1.103340143523252337e+01,5.817000000000000171e+01,1.576380907713874713e+01,2.426546827384644089e+01,1.742245370370369972e+00,1.716117346938775512e+01,0.000000000000000000e+00,1.666666666666666019e-01,0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.982602670697902081e-01,7.203434488045807882e-01,2.266629999999999541e+02,3.549569130631923031e+01,1.048628143533195001e+01,6.297760172663907419e+00,6.256986021505449580e-01,2.211253949960382048e+00,3.478114522562194555e+00,4.991243443235101154e+02,0.000000000000000000e+00,5.559266895052006774e+00,5.689743398203473745e+00,4.794537184071821834e+00,1.315787136719699646e+01,1.160093989023251559e+01,9.134199295582709155e+00,1.308951281182515025e+01,5.736747312761828255e+01,1.124901029325548052e+01,0.000000000000000000e+00,1.160093989023251559e+01,1.308951281182515025e+01,0.000000000000000000e+00,4.109582952062147143e+01,0.000000000000000000e+00,4.400000000000000000e+01,6.544756405912575126e+00,6.076020106833881052e+00,2.346296296296296102e+00,2.317363032249937049e+01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.077106428991345233e-01,9.196438623809389812e-01,2.582769999999999868e+02,1.634062220541160926e+01,1.022825176049196827e+01,6.019666803519546860e+00,-1.158000833806271945e-01,2.923459066778068216e+00,2.069068215582924974e+00,5.732483621036460590e+02,1.463384927191015450e+01,5.907179729351505593e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.318913200807013553e+01,0.000000000000000000e+00,6.923737199690624067e+00,4.842161282528316235e+01,1.021669833485680812e+01,1.137477254936712434e+01,0.000000000000000000e+00,4.794537184071821834e+00,1.747852180263688737e+01,4.707851634346206282e+01,0.000000000000000000e+00,6.254999999999999716e+01,5.687386274683562171e+00,4.344587439344685009e+01,4.995980286398305381e+00,2.446483160840348958e+01,1.693224416309733638e+00,1.428571428571427937e-01,1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.562476851851852366e+00,7.296858129161745143e-01,2.332129999999999939e+02,1.941321958798693359e+01,1.006916184477606002e+01,6.000136869036391651e+00,-4.254712904435539733e-01,2.144963311933602679e+00,3.515559611820654684e+00,4.130154358371580088e+02,4.899909730850477985e+00,5.693927994848460905e+00,6.176298517443474800e+00,4.983978520947208501e+00,0.000000000000000000e+00,1.147063122104849953e+01,0.000000000000000000e+00,1.310003571713409798e+01,2.352059012662014226e+01,9.883888251797685598e+00,1.885863141770802542e+01,0.000000000000000000e+00,6.176298517443474800e+00,2.297565387030790163e+01,1.226321064007468564e+01,0.000000000000000000e+00,3.445000000000000284e+01,0.000000000000000000e+00,1.409534396535437928e+01,3.795038832199546874e+01,1.484458333333333435e+01,3.170491307634164535e+00,4.000000000000000222e-01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.615046296296293704e-01,4.427906109725375794e-01,1.992549999999999955e+02,3.213347326971012308e+01,9.982747598670400180e+00,7.117986065474728008e+00,3.131568102829928035e-01,2.581835931302467912e+00,3.008226540469127741e+00,2.931024881498304921e+02,1.589460264767578224e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.133678587793473547e+01,1.704847088070543748e+01,5.480096598121201978e+00,1.938639965176459157e+01,2.759719712586772289e+01,5.480096598121201978e+00,0.000000000000000000e+00,1.133678587793473547e+01,0.000000000000000000e+00,1.872462159308254570e+01,2.266850963413967435e+01,0.000000000000000000e+00,6.767999999999999261e+01,5.711685002770702013e+00,1.991384146784285747e+01,0.000000000000000000e+00,7.878240740740743986e-01,0.000000000000000000e+00,3.750000000000000000e-01,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-4.387443310657592743e-01,7.468371919365746070e-01,2.212199999999999989e+02,1.615068712255335015e+01,1.019308820769874835e+01,5.908482967753431403e+00,-1.184638006828039047e-01,2.645387124453073557e+00,2.468616370799737059e+00,5.828420245198990415e+02,5.316788604006331020e+00,1.133692061897120062e+01,0.000000000000000000e+00,9.499376414562831883e+00,0.000000000000000000e+00,1.750269623110572681e+01,1.958203674381108073e+01,1.384747439938124813e+01,2.274749122234997856e+01,1.087605549905834046e+01,5.817862777835028254e+00,0.000000000000000000e+00,4.794537184071821834e+00,1.384747439938124813e+01,1.718822432729797356e+01,5.777653723919193851e+00,9.215000000000000568e+01,5.817862777835028254e+00,1.384747439938124813e+01,1.432222222222222507e+00,3.023136243386244004e+01,0.000000000000000000e+00,3.333333333333333148e-01,2.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.140854119425545043e-01,8.272033839040371372e-01,2.323510000000000275e+02,1.518901646413710083e+01,1.020984235365160231e+01,5.740959379634821502e+00,-9.553971620237935447e-01,2.667876314520771786e+00,2.220398024933981862e+00,4.439279086754755781e+02,9.883888251797685598e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.983978520947208501e+00,0.000000000000000000e+00,1.103340143523252337e+01,9.967957041894415227e+00,4.632338686297099173e+01,3.008987277184636966e+01,4.899909730850477985e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.544756405912575126e+00,3.351935329676242503e+01,2.426546827384644089e+01,1.103340143523252337e+01,3.312000000000000455e+01,1.208368165829591945e+01,4.899909730850477985e+00,0.000000000000000000e+00,9.604079743008316683e+00,0.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
